iso3,country,region,subregion,capital,lat,lon,population_master,population_wb,population_year,gdp_usd,gdp_usd_year,gdp_per_capita_usd,gdp_per_capita_usd_year,life_expectancy,life_expectancy_year,population,population_source,as_of_utc
SEN,Senegal,Africa,Western Africa,Dakar,14.0,-14.0,18593258,18501984.0,2024,32808056600.9436,2024,1773.21829923448,2024,68.924,2024,18501984.0,world_bank,2026-05-23T05:48:00+00:00
NPL,Nepal,Asia,Southern Asia,Kathmandu,28.0,84.0,29911840,29651054.0,2024,42914268286.7109,2024,1447.31004458428,2024,70.636,2024,29651054.0,world_bank,2026-05-23T05:48:00+00:00
ARE,United Arab Emirates,Asia,Western Asia,Abu Dhabi,24.0,54.0,11294243,10986400.0,2024,552324846834.581,2024,50273.5060469837,2024,83.069,2024,10986400.0,world_bank,2026-05-23T05:48:00+00:00
TWN,Taiwan,Asia,Eastern Asia,Taipei,23.5,121.0,23317031,,,,,,,,,23317031.0,master,2026-05-23T05:48:00+00:00
NCL,New Caledonia,Oceania,Melanesia,Nouméa,-21.5,165.5,264596,292639.0,2024,8548919387.12607,2024,29213.1923192946,2024,78.921,2024,292639.0,world_bank,2026-05-23T05:48:00+00:00
BOL,Bolivia,Americas,South America,Sucre,-17.0,-65.0,11365333,12413315.0,2024,54881327452.9667,2024,4421.16609889999,2024,68.739,2024,12413315.0,world_bank,2026-05-23T05:48:00+00:00
CHL,Chile,Americas,South America,Santiago,-30.0,-71.0,20206953,19764771.0,2024,330267137371.592,2024,16709.8893972307,2024,81.359,2024,19764771.0,world_bank,2026-05-23T05:48:00+00:00
CIV,Ivory Coast,Africa,Western Africa,Yamoussoukro,8.0,-5.0,31719275,31934230.0,2024,87113179149.284,2024,2727.8935220697,2024,62.11,2024,31934230.0,world_bank,2026-05-23T05:48:00+00:00
LBY,Libya,Africa,Northern Africa,Tripoli,25.0,17.0,7459000,7381023.0,2024,48487151215.345,2024,6569.16408678648,2024,71.121,2024,7381023.0,world_bank,2026-05-23T05:48:00+00:00
PER,Peru,Americas,South America,Lima,-10.0,-76.0,34350244,34217848.0,2024,289221969062.941,2024,8452.37167056621,2024,77.941,2024,34217848.0,world_bank,2026-05-23T05:48:00+00:00
CAN,Canada,Americas,North America,Ottawa,60.0,-95.0,41651653,41288599.0,2024,2243636826633.76,2024,54340.3477224733,2024,82.1080487804878,2024,41288599.0,world_bank,2026-05-23T05:48:00+00:00
FRA,France,Europe,Western Europe,Paris,46.0,2.0,66351959,68551653.0,2024,3160442622465.08,2024,46103.0840855884,2024,82.9804878048781,2024,68551653.0,world_bank,2026-05-23T05:48:00+00:00
DJI,Djibouti,Africa,Eastern Africa,Djibouti,11.5,43.0,1066809,1168722.0,2024,4152145939.98458,2024,3552.72335079222,2024,66.202,2024,1168722.0,world_bank,2026-05-23T05:48:00+00:00
BDI,Burundi,Africa,Eastern Africa,Gitega,-3.5,30.0,12332788,14047786.0,2024,3082433067.32634,2024,219.424830882698,2024,63.818,2024,14047786.0,world_bank,2026-05-23T05:48:00+00:00
UNK,Kosovo,Europe,Southeast Europe,Pristina,42.666667,21.166667,1585566,,,,,,,,,1585566.0,master,2026-05-23T05:48:00+00:00
DNK,Denmark,Europe,Northern Europe,Copenhagen,56.0,10.0,6011488,5976992.0,2024,424524722037.047,2024,71026.4832271897,2024,82.2536585365854,2024,5976992.0,world_bank,2026-05-23T05:48:00+00:00
GRC,Greece,Europe,Southern Europe,Athens,39.0,22.0,10400720,10405134.0,2024,256238371778.118,2024,24626.1481858973,2024,81.8390243902439,2024,10405134.0,world_bank,2026-05-23T05:48:00+00:00
CZE,Czechia,Europe,Central Europe,Prague,49.75,15.5,10882341,10905028.0,2024,347034062928.479,2024,31823.3078290564,2024,79.9780487804878,2024,10905028.0,world_bank,2026-05-23T05:48:00+00:00
ERI,Eritrea,Africa,Eastern Africa,Asmara,15.0,39.0,3607000,3535603.0,2024,2065001626.01626,2011,688.68165957684,2011,68.893,2024,3535603.0,world_bank,2026-05-23T05:48:00+00:00
NAM,Namibia,Africa,Southern Africa,Windhoek,-22.0,17.0,3022401,3030131.0,2024,13372354511.716,2024,4413.12752211572,2024,67.516,2024,3030131.0,world_bank,2026-05-23T05:48:00+00:00
VGB,British Virgin Islands,Americas,Caribbean,Road Town,18.431383,-64.62305,39471,39471.0,2024,,,,,77.431,2024,39471.0,world_bank,2026-05-23T05:48:00+00:00
IRN,Iran,Asia,Southern Asia,Tehran,32.0,53.0,85961000,91567738.0,2024,475252089215.416,2024,5190.16959024821,2024,77.854,2024,91567738.0,world_bank,2026-05-23T05:48:00+00:00
GNQ,Equatorial Guinea,Africa,Middle Africa,Ciudad de la Paz,2.0,10.0,1668768,1892516.0,2024,12765777677.0622,2024,6745.40013244916,2024,63.906,2024,1892516.0,world_bank,2026-05-23T05:48:00+00:00
MRT,Mauritania,Africa,Western Africa,Nouakchott,20.0,-12.0,4927532,5169395.0,2024,10908045686.8808,2024,2110.12036938187,2024,68.713,2024,5169395.0,world_bank,2026-05-23T05:48:00+00:00
BHR,Bahrain,Asia,Western Asia,Manama,26.0,50.55,1594654,1588670.0,2024,47109734308.5106,2024,29653.5682731534,2024,81.423,2024,1588670.0,world_bank,2026-05-23T05:48:00+00:00
CCK,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,West Island,-12.1642,96.871,593,,,,,,,,,593.0,master,2026-05-23T05:48:00+00:00
ETH,Ethiopia,Africa,Eastern Africa,Addis Ababa,8.0,38.0,111652998,132059767.0,2024,149740297952.986,2024,1133.88279681719,2024,67.603,2024,132059767.0,world_bank,2026-05-23T05:48:00+00:00
ZMB,Zambia,Africa,Eastern Africa,Lusaka,-15.0,30.0,19693423,21314956.0,2024,25303185342.2511,2024,1187.10943350064,2024,66.528,2024,21314956.0,world_bank,2026-05-23T05:48:00+00:00
BIH,Bosnia and Herzegovina,Europe,Southeast Europe,Sarajevo,44.0,18.0,3422000,3164253.0,2024,29613572022.8993,2024,9358.78768951134,2024,78.044,2024,3164253.0,world_bank,2026-05-23T05:48:00+00:00
FLK,Falkland Islands,Americas,South America,Stanley,-51.75,-59.0,3662,,,,,,,,,3662.0,master,2026-05-23T05:48:00+00:00
GRD,Grenada,Americas,Caribbean,St. George's,12.11666666,-61.66666666,109021,117207.0,2024,1371918518.51852,2024,11705.0902976658,2024,75.367,2024,117207.0,world_bank,2026-05-23T05:48:00+00:00
THA,Thailand,Asia,South-Eastern Asia,Bangkok,15.0,100.0,65859640,71668011.0,2024,526517658841.684,2024,7346.62022142185,2024,76.564,2024,71668011.0,world_bank,2026-05-23T05:48:00+00:00
ROU,Romania,Europe,Southeast Europe,Bucharest,46.0,25.0,19036031,19051804.0,2024,382564217988.866,2024,20080.2096215595,2024,76.4585365853659,2024,19051804.0,world_bank,2026-05-23T05:48:00+00:00
VCT,Saint Vincent and the Grenadines,Americas,Caribbean,Kingstown,13.25,-61.2,110872,100616.0,2024,1157207407.40741,2024,11501.2265187188,2024,71.382,2024,100616.0,world_bank,2026-05-23T05:48:00+00:00
LBR,Liberia,Africa,Western Africa,Monrovia,6.5,-9.5,5248621,5612817.0,2024,4779300900.0,2024,851.497723870206,2024,62.324,2024,5612817.0,world_bank,2026-05-23T05:48:00+00:00
USA,United States,Americas,North America,"Washington, D.C.",38.0,-97.0,340110988,340110988.0,2024,28750956130731.2,2024,84534.0407841548,2024,78.890243902439,2024,340110988.0,world_bank,2026-05-23T05:48:00+00:00
SSD,South Sudan,Africa,Middle Africa,Juba,7.0,30.0,15786898,11943408.0,2024,11997800760.2242,2015,1080.14718624765,2015,57.738,2024,11943408.0,world_bank,2026-05-23T05:48:00+00:00
BVT,Bouvet Island,Antarctic,,,-54.4208,3.3464,0,,,,,,,,,0.0,master,2026-05-23T05:48:00+00:00
ARM,Armenia,Asia,Western Asia,Yerevan,40.0,45.0,3076200,3033500.0,2024,25955275380.0321,2024,8556.21406956719,2024,78.319512195122,2024,3033500.0,world_bank,2026-05-23T05:48:00+00:00
JPN,Japan,Asia,Eastern Asia,Tokyo,36.0,138.0,123210000,123975371.0,2024,4027597523550.58,2024,32487.0778047567,2024,84.0363414634146,2024,123975371.0,world_bank,2026-05-23T05:48:00+00:00
PAK,Pakistan,Asia,Southern Asia,Islamabad,30.0,70.0,241499431,251269164.0,2024,371570000121.266,2024,1478.77277977996,2024,67.799,2024,251269164.0,world_bank,2026-05-23T05:48:00+00:00
SWZ,Eswatini,Africa,Southern Africa,Mbabane,-26.5,31.5,1235549,1242822.0,2024,4858885840.77236,2024,3909.55892378182,2024,64.264,2024,1242822.0,world_bank,2026-05-23T05:48:00+00:00
LIE,Liechtenstein,Europe,Western Europe,Vaduz,47.26666666,9.53333333,40900,40450.0,2024,8239379403.22096,2023,206780.590353385,2023,84.2,2024,40450.0,world_bank,2026-05-23T05:48:00+00:00
ISR,Israel,Asia,Western Asia,Jerusalem,31.47,35.13,10134800,9974400.0,2024,540379921261.681,2024,54176.6844383302,2024,83.1975609756098,2024,9974400.0,world_bank,2026-05-23T05:48:00+00:00
ASM,American Samoa,Oceania,Polynesia,Pago Pago,-14.33333333,-170.0,49710,46765.0,2024,871000000.0,2022,18017.4589383973,2022,72.992,2024,46765.0,world_bank,2026-05-23T05:48:00+00:00
LKA,Sri Lanka,Asia,Southern Asia,Sri Jayawardenepura Kotte,7.0,81.0,21763170,21916000.0,2024,98963185509.6499,2024,4515.56787322732,2024,77.672,2024,21916000.0,world_bank,2026-05-23T05:48:00+00:00
SGS,South Georgia,Antarctic,,King Edward Point,-54.5,-37.0,0,,,,,,,,,0.0,master,2026-05-23T05:48:00+00:00
ALB,Albania,Europe,Southeast Europe,Tirana,41.0,20.0,2363314,2377128.0,2024,27046429296.6673,2024,11377.7757431099,2024,79.776,2024,2377128.0,world_bank,2026-05-23T05:48:00+00:00
DZA,Algeria,Africa,Northern Africa,Algiers,28.0,3.0,47400000,46814308.0,2024,269322281664.773,2024,5752.99076651465,2024,76.475,2024,46814308.0,world_bank,2026-05-23T05:48:00+00:00
UKR,Ukraine,Europe,Eastern Europe,Kyiv,49.0,32.0,32862000,37860221.0,2024,190741262414.705,2024,5389.47314453125,2024,74.692,2024,37860221.0,world_bank,2026-05-23T05:48:00+00:00
SHN,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,Jamestown,-15.95,-5.72,5651,,,,,,,,,5651.0,master,2026-05-23T05:48:00+00:00
HMD,Heard Island and McDonald Islands,Antarctic,,,-53.0818,73.5042,0,,,,,,,,,0.0,master,2026-05-23T05:48:00+00:00
SMR,San Marino,Europe,Southern Europe,City of San Marino,43.76666666,12.41666666,34132,33977.0,2024,2027527227.831,2023,59879.7173015651,2023,85.817,2024,33977.0,world_bank,2026-05-23T05:48:00+00:00
CUB,Cuba,Americas,Caribbean,Havana,21.5,-80.0,9748007,10979783.0,2024,107352000000.0,2020,9605.27914559614,2020,78.264,2024,10979783.0,world_bank,2026-05-23T05:48:00+00:00
NRU,Nauru,Oceania,Micronesia,Yaren,-0.53333333,166.91666666,11680,11947.0,2024,162588620.632234,2024,13609.158837552,2024,62.279,2024,11947.0,world_bank,2026-05-23T05:48:00+00:00
ESP,Spain,Europe,Southern Europe,Madrid,40.0,-4.0,49315949,48848840.0,2024,1725671652742.19,2024,35326.7683069278,2024,83.8878048780488,2024,48848840.0,world_bank,2026-05-23T05:48:00+00:00
KWT,Kuwait,Asia,Western Asia,Kuwait City,29.5,45.75,4881254,4897263.0,2024,160227273053.334,2024,32717.7186631255,2024,84.580487804878,2024,4897263.0,world_bank,2026-05-23T05:48:00+00:00
MSR,Montserrat,Americas,Caribbean,Plymouth,16.75,-62.2,4386,,,,,,,,,4386.0,master,2026-05-23T05:48:00+00:00
MUS,Mauritius,Africa,Eastern Africa,Port Louis,-20.28333333,57.55,1243741,1245779.0,2024,14937861786.17,2024,11990.7798944837,2024,73.7890243902439,2024,1245779.0,world_bank,2026-05-23T05:48:00+00:00
SWE,Sweden,Europe,Northern Europe,Stockholm,62.0,15.0,10605098,10569709.0,2024,603715224265.798,2024,57117.4877440616,2024,84.0634146341463,2024,10569709.0,world_bank,2026-05-23T05:48:00+00:00
AUS,Australia,Oceania,Australia and New Zealand,Canberra,-27.0,133.0,27536874,27196812.0,2024,1757022451652.83,2024,64603.9856308464,2024,83.0512195121951,2024,27196812.0,world_bank,2026-05-23T05:48:00+00:00
CMR,Cameroon,Africa,Middle Africa,Yaoundé,6.0,12.0,29442327,29123744.0,2024,53296694320.2057,2024,1830.00833684727,2024,63.968,2024,29123744.0,world_bank,2026-05-23T05:48:00+00:00
ECU,Ecuador,Americas,South America,Quito,-2.0,-77.5,18103660,18135478.0,2024,124676074700.0,2024,6874.705739766,2024,77.579,2024,18135478.0,world_bank,2026-05-23T05:48:00+00:00
QAT,Qatar,Asia,Western Asia,Doha,25.5,51.25,3173024,2857822.0,2024,219162637362.637,2024,76688.6941743178,2024,82.522,2024,2857822.0,world_bank,2026-05-23T05:48:00+00:00
MHL,Marshall Islands,Oceania,Micronesia,Majuro,9.0,168.0,42418,37548.0,2024,290108489.990234,2024,7726.33668877794,2024,67.075,2024,37548.0,world_bank,2026-05-23T05:48:00+00:00
POL,Poland,Europe,Central Europe,Warsaw,52.0,20.0,37392000,36559233.0,2024,917767106146.761,2024,25103.565661423,2024,78.409756097561,2024,36559233.0,world_bank,2026-05-23T05:48:00+00:00
CYM,Cayman Islands,Americas,Caribbean,George Town,19.3133,-81.2546,84738,74457.0,2024,7241244269.45972,2023,99143.5180243123,2023,80.54,2024,74457.0,world_bank,2026-05-23T05:48:00+00:00
ZAF,South Africa,Africa,Southern Africa,Pretoria,-29.0,24.0,63100945,64007187.0,2024,401144998373.585,2024,6267.186814093,2024,66.312,2024,64007187.0,world_bank,2026-05-23T05:48:00+00:00
WLF,Wallis and Futuna,Oceania,Polynesia,Mata-Utu,-13.3,-176.2,11620,,,,,,,,,11620.0,master,2026-05-23T05:48:00+00:00
WSM,Samoa,Oceania,Polynesia,Apia,-13.58333333,-172.33333333,205557,218019.0,2024,1175749785.65113,2024,5392.87761915762,2024,71.826,2024,218019.0,world_bank,2026-05-23T05:48:00+00:00
NLD,Netherlands,Europe,Western Europe,Amsterdam,52.5,5.75,18100436,17993485.0,2024,1214927698572.66,2024,67520.4218956281,2024,81.9658536585366,2024,17993485.0,world_bank,2026-05-23T05:48:00+00:00
ESH,Western Sahara,Africa,Northern Africa,El Aaiún,24.5,-13.0,600904,,,,,,,,,600904.0,master,2026-05-23T05:48:00+00:00
MNE,Montenegro,Europe,Southeast Europe,Podgorica,42.5,19.3,623327,623525.0,2024,8270016670.86774,2024,13263.3281277699,2024,77.890243902439,2024,623525.0,world_bank,2026-05-23T05:48:00+00:00
BTN,Bhutan,Asia,Southern Asia,Thimphu,27.5,90.5,784043,791524.0,2024,3012896789.24928,2023,3831.32535494609,2023,73.262,2024,791524.0,world_bank,2026-05-23T05:48:00+00:00
MLT,Malta,Europe,Southern Europe,Valletta,35.9375,14.3754,574250,568847.0,2024,24971574502.4475,2024,43898.5781808597,2024,82.9560975609756,2024,568847.0,world_bank,2026-05-23T05:48:00+00:00
VUT,Vanuatu,Oceania,Melanesia,Port Vila,-16.0,167.0,321409,327777.0,2024,1117972034.22642,2024,3410.77023167097,2024,71.654,2024,327777.0,world_bank,2026-05-23T05:48:00+00:00
TZA,Tanzania,Africa,Eastern Africa,Dodoma,-6.0,35.0,68153004,68560157.0,2024,78844405385.2195,2024,1186.71691894531,2024,67.212,2024,68560157.0,world_bank,2026-05-23T05:48:00+00:00
NZL,New Zealand,Oceania,Australia and New Zealand,Wellington,-41.0,174.0,5324700,5287500.0,2024,260172385097.616,2024,49205.1792146792,2024,82.009756097561,2024,5287500.0,world_bank,2026-05-23T05:48:00+00:00
PLW,Palau,Oceania,Micronesia,Ngerulmud,7.5,134.5,16733,17695.0,2024,276733062.744141,2023,15610.8231931032,2023,69.383,2024,17695.0,world_bank,2026-05-23T05:48:00+00:00
PAN,Panama,Americas,Central America,Panama City,9.0,-80.0,4064780,4515577.0,2024,86523959131.7472,2024,19161.2188501596,2024,79.775,2024,4515577.0,world_bank,2026-05-23T05:48:00+00:00
TUV,Tuvalu,Oceania,Polynesia,Funafuti,-8.0,178.0,10643,9646.0,2024,62280311.5852172,2023,6344.7750188689,2023,67.259,2024,9646.0,world_bank,2026-05-23T05:48:00+00:00
FJI,Fiji,Oceania,Melanesia,Suva,-17.7134,178.065,900869,928784.0,2024,5968125909.27126,2024,6425.74151715712,2024,67.463,2024,928784.0,world_bank,2026-05-23T05:48:00+00:00
NIC,Nicaragua,Americas,Central America,Managua,13.0,-85.0,6803886,6916140.0,2024,19693982967.5926,2024,2847.53966339498,2024,75.1,2024,6916140.0,world_bank,2026-05-23T05:48:00+00:00
KGZ,Kyrgyzstan,Asia,Central Asia,Bishkek,41.0,75.0,7281800,7221868.0,2024,17478259659.2625,2024,2420.18542283831,2024,72.4,2024,7221868.0,world_bank,2026-05-23T05:48:00+00:00
ATF,French Southern and Antarctic Lands,Antarctic,,Port-aux-Français,-49.25,69.167,400,,,,,,,,,400.0,master,2026-05-23T05:48:00+00:00
LVA,Latvia,Europe,Northern Europe,Riga,57.0,25.0,1829000,1866124.0,2024,43684254432.3609,2024,23409.0845154775,2024,76.4292682926829,2024,1866124.0,world_bank,2026-05-23T05:48:00+00:00
GEO,Georgia,Asia,Western Asia,Tbilisi,42.0,43.5,4000921,3699557.0,2024,34189423544.9955,2024,9241.49122313713,2024,74.657,2024,3699557.0,world_bank,2026-05-23T05:48:00+00:00
LUX,Luxembourg,Europe,Western Europe,Luxembourg,49.75,6.16666666,681973,677012.0,2024,93279851863.4062,2024,137781.681659123,2024,83.1951219512195,2024,677012.0,world_bank,2026-05-23T05:48:00+00:00
AUT,Austria,Europe,Central Europe,Vienna,47.33333333,13.33333333,9200931,9177982.0,2024,534790720466.822,2024,58268.8787651601,2024,81.9951219512195,2024,9177982.0,world_bank,2026-05-23T05:48:00+00:00
MKD,North Macedonia,Europe,Southeast Europe,Skopje,41.83333333,22.0,1822612,1824359.0,2024,16951682245.4202,2024,9291.85661671864,2024,76.6165853658537,2024,1824359.0,world_bank,2026-05-23T05:48:00+00:00
BLM,Saint Barthélemy,Americas,Caribbean,Gustavia,18.5,-63.41666666,10562,,,,,,,,,10562.0,master,2026-05-23T05:48:00+00:00
CXR,Christmas Island,Oceania,Australia and New Zealand,Flying Fish Cove,-10.5,105.66666666,1692,,,,,,,,,1692.0,master,2026-05-23T05:48:00+00:00
SLB,Solomon Islands,Oceania,Melanesia,Honiara,-8.0,159.0,750325,819198.0,2024,1583964703.75061,2024,1933.55538435227,2024,70.694,2024,819198.0,world_bank,2026-05-23T05:48:00+00:00
ATG,Antigua and Barbuda,Americas,Caribbean,Saint John's,17.05,-61.8,103603,93772.0,2024,2207622874.07407,2024,23542.4526945578,2024,77.766,2024,93772.0,world_bank,2026-05-23T05:48:00+00:00
IRQ,Iraq,Asia,Western Asia,Baghdad,33.0,44.0,46118793,46042015.0,2024,279641257615.385,2024,6073.61032342708,2024,72.424,2024,46042015.0,world_bank,2026-05-23T05:48:00+00:00
MDA,Moldova,Europe,Eastern Europe,Chișinău,47.0,29.0,2749076,2402306.0,2024,18200340853.6517,2024,7576.19589413326,2024,71.332,2024,2402306.0,world_bank,2026-05-23T05:48:00+00:00
NFK,Norfolk Island,Oceania,Australia and New Zealand,Kingston,-29.03333333,167.95,2188,,,,,,,,,2188.0,master,2026-05-23T05:48:00+00:00
COG,Republic of the Congo,Africa,Middle Africa,Brazzaville,-1.0,15.0,6142180,6332961.0,2024,15719986076.6464,2024,2482.2489948456,2024,66.001,2024,6332961.0,world_bank,2026-05-23T05:48:00+00:00
NIU,Niue,Oceania,Polynesia,Alofi,-19.03333333,-169.86666666,1681,,,,,,,,,1681.0,master,2026-05-23T05:48:00+00:00
LTU,Lithuania,Europe,Northern Europe,Vilnius,56.0,24.0,2894886,2888278.0,2024,84869215513.3648,2024,29384.0189598663,2024,77.1951219512195,2024,2888278.0,world_bank,2026-05-23T05:48:00+00:00
NER,Niger,Africa,Western Africa,Niamey,16.0,8.0,26312034,27032412.0,2024,19876128485.7857,2024,735.270255787226,2024,61.433,2024,27032412.0,world_bank,2026-05-23T05:48:00+00:00
GUY,Guyana,Americas,South America,Georgetown,5.0,-59.0,772975,831087.0,2024,24662709832.1343,2024,29675.2443873316,2024,70.319,2024,831087.0,world_bank,2026-05-23T05:48:00+00:00
BMU,Bermuda,Americas,North America,Hamilton,32.33333333,-64.75,64055,64636.0,2024,9233600000.0,2024,142855.374713782,2024,82.49,2024,64636.0,world_bank,2026-05-23T05:48:00+00:00
GAB,Gabon,Africa,Middle Africa,Libreville,-1.0,11.75,2469296,2538952.0,2024,20895684425.6752,2024,8230.04311451151,2024,68.511,2024,2538952.0,world_bank,2026-05-23T05:48:00+00:00
COK,Cook Islands,Oceania,Polynesia,Avarua,-21.23333333,-159.76666666,15040,,,,,,,,,15040.0,master,2026-05-23T05:48:00+00:00
AGO,Angola,Africa,Middle Africa,Luanda,-12.5,18.5,36170961,37885849.0,2024,100998916781.079,2024,2665.87444776753,2024,64.805,2024,37885849.0,world_bank,2026-05-23T05:48:00+00:00
NOR,Norway,Europe,Northern Europe,Oslo,62.0,10.0,5606944,5572279.0,2024,483592648313.301,2024,86785.4334489176,2024,83.1609756097561,2024,5572279.0,world_bank,2026-05-23T05:48:00+00:00
GLP,Guadeloupe,Americas,Caribbean,Basse-Terre,16.25,-61.583333,378561,,,,,,,,,378561.0,master,2026-05-23T05:48:00+00:00
MDV,Maldives,Asia,Southern Asia,Malé,3.25,73.0,515132,527799.0,2024,7061608267.25451,2024,13379.3513577224,2024,81.285,2024,527799.0,world_bank,2026-05-23T05:48:00+00:00
BEL,Belgium,Europe,Western Europe,Brussels,50.83333333,4.0,11825551,11858610.0,2024,671370081636.406,2024,56614.5679499036,2024,82.3,2024,11858610.0,world_bank,2026-05-23T05:48:00+00:00
HRV,Croatia,Europe,Southeast Europe,Zagreb,45.16666666,15.5,3866233,3866200.0,2024,92983810328.9088,2024,24050.4397933135,2024,78.9292682926829,2024,3866200.0,world_bank,2026-05-23T05:48:00+00:00
BLZ,Belize,Americas,Central America,Belmopan,17.25,-88.75,417634,417072.0,2024,3203631800.0,2024,7681.24400583113,2024,73.739,2024,417072.0,world_bank,2026-05-23T05:48:00+00:00
KNA,Saint Kitts and Nevis,Americas,Caribbean,Basseterre,17.33333333,-62.75,51320,46843.0,2024,1122388888.88889,2024,23960.6534357084,2024,72.281,2024,46843.0,world_bank,2026-05-23T05:48:00+00:00
SGP,Singapore,Asia,South-Eastern Asia,Singapore,1.36666666,103.8,6110200,6036860.0,2024,547386645891.847,2024,90674.066632628,2024,83.3463414634146,2024,6036860.0,world_bank,2026-05-23T05:48:00+00:00
LSO,Lesotho,Africa,Southern Africa,Maseru,-29.5,28.5,2116427,2337423.0,2024,2271759454.51107,2024,971.90771824829,2024,57.798,2024,2337423.0,world_bank,2026-05-23T05:48:00+00:00
URY,Uruguay,Americas,South America,Montevideo,-33.0,-56.0,3499451,3386588.0,2024,80961511073.5797,2024,23906.5133029408,2024,78.287,2024,3386588.0,world_bank,2026-05-23T05:48:00+00:00
BFA,Burkina Faso,Africa,Western Africa,Ouagadougou,13.0,-2.0,24070553,23548781.0,2024,23124729853.0218,2024,981.992649769081,2024,61.292,2024,23548781.0,world_bank,2026-05-23T05:48:00+00:00
IND,India,Asia,Southern Asia,New Delhi,20.0,77.0,1417492000,1450935791.0,2024,3909891533858.08,2024,2694.73780859961,2024,72.235,2024,1450935791.0,world_bank,2026-05-23T05:48:00+00:00
PHL,Philippines,Asia,South-Eastern Asia,Manila,13.0,122.0,114123600,115843670.0,2024,461617509782.355,2024,3984.8315387656,2024,69.946,2024,115843670.0,world_bank,2026-05-23T05:48:00+00:00
CAF,Central African Republic,Africa,Middle Africa,Bangui,7.0,21.0,6470307,5330690.0,2024,2751494281.06887,2024,516.160999996036,2024,57.671,2024,5330690.0,world_bank,2026-05-23T05:48:00+00:00
SDN,Sudan,Africa,Northern Africa,Khartoum,15.0,30.0,51662000,50448963.0,2024,49672435513.1126,2024,984.607666015625,2024,66.521,2024,50448963.0,world_bank,2026-05-23T05:48:00+00:00
GNB,Guinea-Bissau,Africa,Western Africa,Bissau,12.0,-15.0,1781308,2201352.0,2024,2218393804.54798,2024,1007.74151728028,2024,64.254,2024,2201352.0,world_bank,2026-05-23T05:48:00+00:00
PNG,Papua New Guinea,Oceania,Melanesia,Port Moresby,-6.0,147.0,11781559,10576502.0,2024,31800428265.5246,2024,3006.70564478923,2024,66.256,2024,10576502.0,world_bank,2026-05-23T05:48:00+00:00
UMI,United States Minor Outlying Islands,Americas,North America,Washington DC,19.3,166.633333,0,,,,,,,,,0.0,master,2026-05-23T05:48:00+00:00
